バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
HAPPY SKY,mind the gap,UK PROGRESSIVE,Osamu Kubota,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
HAPPY SKY,MOON RACE,FUTURE HOUSE,ELEKTEL,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
HAPPY SKY,PLASMA,SYNTHESIZED TECHNO,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
HAPPY SKY,Pollinosis,HARD DANCE,dj REMO-CON,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1208,508,192,44,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-06-01 10:19
HAPPY SKY,POODLE,EUROBEAT,Y&Co.,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,12,2621,1142,337,107,CLEAR,A,2025-04-20 14:10
HAPPY SKY,rage against usual,DIGI-ROCK,dj TAKA feat.Gt.Shintaro,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1637,697,243,34,CLEAR,A,11,1795,756,283,45,CLEAR,A,12,2363,1022,319,136,FAILED,A,2025-07-04 11:28
HAPPY SKY,SCREAM SQUAD,BREAKCORE,CALF,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1575,643,289,74,CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-05-30 19:40
HAPPY SKY,Scripted Connection⇒ A mix,TECHNO,DJ MURASAME,5,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,11,1986,828,330,77,CLEAR,A,12,2032,784,464,207,FAILED,B,2025-07-31 18:28
HAPPY SKY,Scripted Connection⇒ H mix,TECHNO,DJ MURASAME,9,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,1835,768,299,70,CLEAR,A,12,2008,797,414,126,FAILED,B,2025-07-08 18:49
HAPPY SKY,Scripted Connection⇒ N mix,TECHNO,DJ MURASAME,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,10,1776,749,278,51,CLEAR,A,11,1874,752,370,82,CLEAR,A,2025-08-07 19:16
HAPPY SKY,SigSig,MAKINA,kors k,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,11,2181,998,185,63,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2025-05-01 19:11
HAPPY SKY,Twelfth Style,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,19,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,2278,928,422,110,FAILED,B,2025-08-31 23:03
HAPPY SKY,Under the Sky,J-EUROTRANCE,南さやか(BeForU) with platoniX,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1499,699,101,21,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-12-20 19:22
HAPPY SKY,vault of heaven,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2024-10-09 10:59
HAPPY SKY,Votum stellarum,ANTHEM TRANCE,iconoclasm,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,11,1352,570,212,43,CLEAR,A,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-12-14 16:53
